Gene symbol	Class	Subclass	Element type	n	freq
aac(2')-IIa	AMINOGLYCOSIDE	KASUGAMYCIN	AMR	2	8.04699444757383e-5
aac(6')-30	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	2	8.04699444757383e-5
aac(6')-II	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	AMR	2	8.04699444757383e-5
aac(6')-Ian	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	AMR	2	8.04699444757383e-5
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	AMR	2	8.04699444757383e-5
aacA43	AMINOGLYCOSIDE	KANAMYCIN/TOBRAMYCIN	AMR	2	8.04699444757383e-5
aadA25	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	2	8.04699444757383e-5
aadA8	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	2	8.04699444757383e-5
aadD1	AMINOGLYCOSIDE	KANAMYCIN/TOBRAMYCIN	AMR	2	8.04699444757383e-5
aph(3')-IIIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	AMR	2	8.04699444757383e-5
arr-7	RIFAMYCIN	RIFAMYCIN	AMR	2	8.04699444757383e-5
blaACT-24	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaAFM-2	BETA-LACTAM	CARBAPENEM	AMR	2	8.04699444757383e-5
blaCARB-3	BETA-LACTAM	BETA-LACTAM	AMR	2	8.04699444757383e-5
blaFOX-14	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaGES-15	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaGES-17	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaIMP-56	BETA-LACTAM	CARBAPENEM	AMR	2	8.04699444757383e-5
blaIMP-6	BETA-LACTAM	CARBAPENEM	AMR	2	8.04699444757383e-5
blaIMP-75	BETA-LACTAM	CARBAPENEM	AMR	2	8.04699444757383e-5
blaKPC	BETA-LACTAM	CARBAPENEM	AMR	2	8.04699444757383e-5
blaOXA-1184	BETA-LACTAM	BETA-LACTAM	AMR	2	8.04699444757383e-5
blaOXA-205	BETA-LACTAM	BETA-LACTAM	AMR	2	8.04699444757383e-5
blaOXA-392	BETA-LACTAM	BETA-LACTAM	AMR	2	8.04699444757383e-5
blaOXA-74	BETA-LACTAM	BETA-LACTAM	AMR	2	8.04699444757383e-5
blaPDC-104	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-170	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-177	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-189	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-191	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-194	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-195	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-214	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-217	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-225	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-235	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-240	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-25	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-257	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-258	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-261	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-288	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-297	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-322	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-367	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-382	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-393	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-431	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-44	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-447	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-454	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-463	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-480	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-511	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-523	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-572	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-86	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaPDC-96	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
blaSPM-1	BETA-LACTAM	CARBAPENEM	AMR	2	8.04699444757383e-5
blaVIM-47	BETA-LACTAM	CARBAPENEM	AMR	2	8.04699444757383e-5
blaVIM-67	BETA-LACTAM	CARBAPENEM	AMR	2	8.04699444757383e-5
colS_A106V	COLISTIN	COLISTIN	AMR	2	8.04699444757383e-5
dacB_W459STOP	BETA-LACTAM	CEPHALOSPORIN	AMR	2	8.04699444757383e-5
dfrA	TRIMETHOPRIM	TRIMETHOPRIM	AMR	2	8.04699444757383e-5
dfrA23	TRIMETHOPRIM	TRIMETHOPRIM	AMR	2	8.04699444757383e-5
gyrA_Q106L	QUINOLONE	QUINOLONE	AMR	2	8.04699444757383e-5
nalC_S127P	BETA-LACTAM	CARBAPENEM	AMR	2	8.04699444757383e-5
nalD_F198L	BETA-LACTAM	AZTREONAM	AMR	2	8.04699444757383e-5
nfxB_A38G	QUINOLONE	QUINOLONE	AMR	2	8.04699444757383e-5
oprD_E264STOP	BETA-LACTAM	CARBAPENEM	AMR	2	8.04699444757383e-5
oprD_E32STOP	BETA-LACTAM	CARBAPENEM	AMR	2	8.04699444757383e-5
pmrB_A247T	COLISTIN	COLISTIN	AMR	2	8.04699444757383e-5
pmrB_L167P	COLISTIN	COLISTIN	AMR	2	8.04699444757383e-5
pmrB_P456S	COLISTIN	COLISTIN	AMR	2	8.04699444757383e-5
qacR	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	2	8.04699444757383e-5
qnrB4	QUINOLONE	QUINOLONE	AMR	2	8.04699444757383e-5
qnrS2	QUINOLONE	QUINOLONE	AMR	2	8.04699444757383e-5
rmtB	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	2	8.04699444757383e-5
aac(3)-C1264	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	AMR	1	4.023497223786915e-5
aac(3)-IVa	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	AMR	1	4.023497223786915e-5
aac(6')-F309	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	AMR	1	4.023497223786915e-5
aac(6')-I	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	AMR	1	4.023497223786915e-5
aac(6')-Ib	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	AMR	1	4.023497223786915e-5
aac(6')-Im	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	AMR	1	4.023497223786915e-5
aacA16	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	1	4.023497223786915e-5
ant(6)-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	1	4.023497223786915e-5
aph(2'')-IIa	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	AMR	1	4.023497223786915e-5
aph(3')-IId	AMINOGLYCOSIDE	KANAMYCIN	AMR	1	4.023497223786915e-5
aphA16	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	AMR	1	4.023497223786915e-5
arsB	ARSENIC	ARSENITE	STRESS	1	4.023497223786915e-5
blaAFM	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaAFM-1	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaBEL	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaBEL-1	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaBPU	BETA-LACTAM	BETA-LACTAM	AMR	1	4.023497223786915e-5
blaCMY-4	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaCTX-M	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaCTX-M-229	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaFOX	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaGES-13	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaGES-24	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaGES-26	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaGES-6	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaHMB-2	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaIMP-19	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaIMP-20	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaIMP-22	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaIMP-37	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaIMP-54	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaIMP-63	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaIMP-74	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaIMP-86	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaIMP-91	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaIMP-93	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaKBL-1	BETA-LACTAM	BETA-LACTAM	AMR	1	4.023497223786915e-5
blaKPC-4	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaMOX-1	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaNPS	BETA-LACTAM	BETA-LACTAM	AMR	1	4.023497223786915e-5
blaOXA-1019	BETA-LACTAM	BETA-LACTAM	AMR	1	4.023497223786915e-5
blaOXA-1134	BETA-LACTAM	BETA-LACTAM	AMR	1	4.023497223786915e-5
blaOXA-119	BETA-LACTAM	BETA-LACTAM	AMR	1	4.023497223786915e-5
blaOXA-141	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaOXA-23	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaOXA-28	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaOXA-520	BETA-LACTAM	BETA-LACTAM	AMR	1	4.023497223786915e-5
blaOXA-543	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaOXA-544	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaOXA-681	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaOXA-732	BETA-LACTAM	BETA-LACTAM	AMR	1	4.023497223786915e-5
blaOXA-794	BETA-LACTAM	BETA-LACTAM	AMR	1	4.023497223786915e-5
blaOXA-795	BETA-LACTAM	BETA-LACTAM	AMR	1	4.023497223786915e-5
blaOXA-824	BETA-LACTAM	BETA-LACTAM	AMR	1	4.023497223786915e-5
blaOXA-838	BETA-LACTAM	BETA-LACTAM	AMR	1	4.023497223786915e-5
blaOXA-849	BETA-LACTAM	BETA-LACTAM	AMR	1	4.023497223786915e-5
blaPDC-118	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-126	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-131	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-153	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-156	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-174	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-186	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-188	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-198	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-202	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-207	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-209	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-220	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-226	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-233	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-271	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-276	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-278	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-298	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-308	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-314	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-321	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-331	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-334	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-337	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-341	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-343	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-350	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-370	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-376	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-396	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-408	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-423	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-428	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-434	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-442	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-455	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-458	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-459	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-460	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-476	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-477	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-478	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-481	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-515	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-525	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-526	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-528	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-529	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-546	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-55	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-558	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-58	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPDC-70	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPER	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaPER-4	BETA-LACTAM	CEPHALOSPORIN	AMR	1	4.023497223786915e-5
blaSHV-1	BETA-LACTAM	BETA-LACTAM	AMR	1	4.023497223786915e-5
blaSIM-1	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaVIM-18	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaVIM-23	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaVIM-28	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaVIM-36	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaVIM-60	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaVIM-61	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaVIM-62	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaVIM-63	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaVIM-66	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaVIM-7	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
blaVIM-82	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
bleO	BLEOMYCIN	BLEOMYCIN	AMR	1	4.023497223786915e-5
catB2	PHENICOL	CHLORAMPHENICOL	AMR	1	4.023497223786915e-5
cmrA_H204L	BETA-LACTAM/PHENICOL/QUINOLONE	CHLORAMPHENICOL/IMIPENEM/QUINOLONE	AMR	1	4.023497223786915e-5
cmrA_L89Q	BETA-LACTAM/PHENICOL/QUINOLONE	CHLORAMPHENICOL/IMIPENEM/QUINOLONE	AMR	1	4.023497223786915e-5
cprS_R241C	COLISTIN	COLISTIN	AMR	1	4.023497223786915e-5
czcS_V194L	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
dfrA17	TRIMETHOPRIM	TRIMETHOPRIM	AMR	1	4.023497223786915e-5
dfrS1	TRIMETHOPRIM	TRIMETHOPRIM	AMR	1	4.023497223786915e-5
fosB	FOSFOMYCIN	FOSFOMYCIN	AMR	1	4.023497223786915e-5
fosB4	FOSFOMYCIN	FOSFOMYCIN	AMR	1	4.023497223786915e-5
fosG	FOSFOMYCIN	FOSFOMYCIN	AMR	1	4.023497223786915e-5
ftsI_Q475R	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
ftsI_S538L	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
fusA1_A595P	AMINOGLYCOSIDE	TOBRAMYCIN	AMR	1	4.023497223786915e-5
fusA1_I61M	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	1	4.023497223786915e-5
gyrA_D72G	QUINOLONE	QUINOLONE	AMR	1	4.023497223786915e-5
mcr-5	COLISTIN	COLISTIN	AMR	1	4.023497223786915e-5
mexB_V45L	BETA-LACTAM/QUINOLONE/TETRACYCLINE	BETA-LACTAM/QUINOLONE/TETRACYCLINE	AMR	1	4.023497223786915e-5
mexD_Q178R	AZABICYCLOALKANE	AVIBACTAM	AMR	1	4.023497223786915e-5
mexD_S133G	AZABICYCLOALKANE	AVIBACTAM	AMR	1	4.023497223786915e-5
mph(C)	MACROLIDE	ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	AMR	1	4.023497223786915e-5
msr(A)	MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/STREPTOGRAMIN B	AMR	1	4.023497223786915e-5
nalC_K58E	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
oprD_G317R	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
parS_L14Q	BETA-LACTAM	CARBAPENEM	AMR	1	4.023497223786915e-5
pcoE	COPPER	COPPER	STRESS	1	4.023497223786915e-5
pcoS	COPPER	COPPER	STRESS	1	4.023497223786915e-5
phoP_A110V	COLISTIN	COLISTIN	AMR	1	4.023497223786915e-5
phoQ_LG364del	COLISTIN	COLISTIN	AMR	1	4.023497223786915e-5
pmrB_G188D	COLISTIN	COLISTIN	AMR	1	4.023497223786915e-5
pmrB_S257N	COLISTIN	COLISTIN	AMR	1	4.023497223786915e-5
pmrB_T253M	COLISTIN	COLISTIN	AMR	1	4.023497223786915e-5
qacA	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	1	4.023497223786915e-5
qacB	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	1	4.023497223786915e-5
qacC	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	1	4.023497223786915e-5
qacG	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	1	4.023497223786915e-5
qnrB19	QUINOLONE	QUINOLONE	AMR	1	4.023497223786915e-5
rmtF1	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	1	4.023497223786915e-5
rplB_G138L	AMINOGLYCOSIDE	AMIKACIN	AMR	1	4.023497223786915e-5
sat4	STREPTOTHRICIN	STREPTOTHRICIN	AMR	1	4.023497223786915e-5
silA	COPPER/SILVER	COPPER/SILVER	STRESS	1	4.023497223786915e-5
silB	COPPER/SILVER	COPPER/SILVER	STRESS	1	4.023497223786915e-5
silC	COPPER/SILVER	COPPER/SILVER	STRESS	1	4.023497223786915e-5
silE	SILVER	SILVER	STRESS	1	4.023497223786915e-5
silF	COPPER/SILVER	COPPER/SILVER	STRESS	1	4.023497223786915e-5
silR	COPPER/SILVER	COPPER/SILVER	STRESS	1	4.023497223786915e-5
silS	COPPER/SILVER	COPPER/SILVER	STRESS	1	4.023497223786915e-5
srpA	EFFLUX	EFFLUX	STRESS	1	4.023497223786915e-5
srpB	EFFLUX	EFFLUX	STRESS	1	4.023497223786915e-5
srpR	EFFLUX	EFFLUX	STRESS	1	4.023497223786915e-5
srpS	EFFLUX	EFFLUX	STRESS	1	4.023497223786915e-5
tbtA	EFFLUX	EFFLUX	AMR	1	4.023497223786915e-5
tet(K)	TETRACYCLINE	TETRACYCLINE	AMR	1	4.023497223786915e-5
ttgI	EFFLUX	EFFLUX	STRESS	1	4.023497223786915e-5
vanX-A	GLYCOPEPTIDE	VANCOMYCIN	AMR	1	4.023497223786915e-5
vga(A)	LINCOSAMIDE	LINCOSAMIDE	AMR	1	4.023497223786915e-5
vga(A)-LC	LINCOSAMIDE	LINCOSAMIDE	AMR	1	4.023497223786915e-5
